No.,REGISTRATION YEAR,REGISTRATION MONTH,MANUFACTURE YEAR,MAKER,CAR NAME,Grade,CHASSIS NO,PREFIX,SHIFT,COLOR,DOOR,WD,OPTIONS,REMARKS,FUEL TYPE,Engine Size,Engine Size Unit,KM,Odometer (Denom.),,PRICE
117,2014,2,2014,TOYOTA,ALPHARD HYBRID,,ATH20-8038962,DAA-ATH20W,AT,PEARL,5,4WD,"PS,PW,AC,AW,FOG,ABS,AB,RS",BOTH SIDE POWER SLIDE DOOR,HYBRID(PETROL),2360,cc,160000,KM,,
118,2015,4,2015,TOYOTA,ALPHARD HYBRID,X,AYH30-0008103,DAA-AYH30W,AT,PEARL,5,4WD,"PS,PW,AC,ABS,AB,RS",,HYBRID(PETROL),2490,cc,164000,KM,,
119,2015,6,2015,TOYOTA,ALPHARD HYBRID,,AYH30-0013037,DAA-AYH30W,AT,BLACK,5,4WD,"PS,PW,AC,NV,LS,AW,FOG,ABS,AB,RS",BOTH SIDE POWER SLIDING DOOR,HYBRID(PETROL),2490,cc,234000,KM,,
120,2016,6,2016,TOYOTA,ALPHARD HYBRID,X,AYH30-0033992,DAA-AYH30W,AT,PEARL,5,4WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS","BOTH SIDE POWER SLIDING DOOR,BACK CAMERA",HYBRID(PETROL),2490,cc,147000,KM,,
121,2016,6,2016,TOYOTA,ALPHARD HYBRID,,AYH30-0032173,DAA-AYH30W,AT,PEARL,5,4WD,"PS,PW,AC,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),2490,cc,179000,KM,,
122,2017,10,2017,TOYOTA,ALPHARD HYBRID,X,AYH30-0053449,DAA-AYH30W,AT,BLACK,5,4WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS","BACK CAMER, POWER SLIDING DOOR",HYBRID(PETROL),2490,cc,457000,KM,,
123,2019,1,2018,TOYOTA,ALPHARD HYBRID,,AYH30-0075005,DAA-AYH30W,AT,BLACK,5,4WD,"PS,PW,AC,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),2490,cc,697000,KM,,
124,2019,2,2019,TOYOTA,ALPHARD HYBRID,,AYH30-0081410,DAA-AYH30W,AT,PEARL,5,4WD,,,HYBRID(PETROL),2490,cc,214000,KM,,
125,2019,5,2019,TOYOTA,ALPHARD HYBRID,X,AYH30-0085386,DAA-AYH30W,AT,BLACK,5,4WD,"PS,PW,AC,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),2490,cc,596000,KM,,
126,2019,7,2019,TOYOTA,ALPHARD HYBRID,G,AYH30-0089949,DAA-AYH30W,AT,PEARL,5,4WD,"PS,PW,AC,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),2490,cc,194000,KM,,
127,2019,7,2019,TOYOTA,ALPHARD HYBRID,,AYH30-0089263,DAA-AYH30W,AT,PEARL,5,4WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),2490,cc,166000,KM,,
128,2012,3,2012,TOYOTA,AQUA,S,NHP10-6016245,DAA-NHP10,AT,GRAY(D),5,2WD,"PS,PW,AC,ABS,AB,RS",,HYBRID(PETROL),1490,cc,172000,KM,,
129,2012,5,2012,TOYOTA,AQUA,,NHP10-2055561,DAA-NHP10,AT,SILVER,5,2WD,"PS,PW,AC,ABS,AB,RS","BACK CAMERA,PUSH START",HYBRID(PETROL),1490,cc,142000,KM,,
130,2012,6,2012,TOYOTA,AQUA,L,NHP10-2064175,DAA-NHP10,AT,SILVER,5,2WD,"PS,PW,AC,NV,ABS,AB,RS",,HYBRID(PETROL),1490,cc,168000,KM,,
131,2012,8,2012,TOYOTA,AQUA,S,NHP10-6070648,DAA-NHP10,AT,GRAY,5,2WD,"PS,PW,AC,ABS",,HYBRID(PETROL),1490,cc,165000,KM,,
132,2012,9,2012,TOYOTA,AQUA,,NHP10-2103287,DAA-NHP10,AT,BLUE(L),5,2WD,"PS,PW,AC,ABS,AB,RS",,HYBRID(PETROL),1490,cc,197000,KM,,
133,2012,10,2012,TOYOTA,AQUA,S,NHP10-2111945,DAA-NHP10,AT,BLUE,5,2WD,"PS,PW,AC,ABS,AB,RS",,HYBRID(PETROL),1490,cc,151000,KM,,
134,2012,10,2012,TOYOTA,AQUA,S,NHP10-2118768,DAA-NHP10,AT,SILVER,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1490,cc,150000,KM,,
135,2013,1,2013,TOYOTA,AQUA,G,NHP10-2153027,DAA-NHP10,AT,BLACK,5,2WD,"PS,PW,AC,NV,AW,ABS,AB,RS",BACK CAMERA,HYBRID(PETROL),1490,cc,167000,KM,,
136,2013,1,2013,TOYOTA,AQUA,,NHP10-2158705,DAA-NHP10,AT,SILVER,5,2WD,"PS,PW,NV,RS",,HYBRID(PETROL),1490,cc,201000,KM,,
137,2013,5,2013,TOYOTA,AQUA,G,NHP10-2202657,DAA-NHP10,AT,PEARL,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1490,cc,231000,KM,,
138,2013,5,2013,TOYOTA,AQUA,S,NHP10-6170324,DAA-NHP10,AT,RED,5,2WD,"PS,PW,AC,ABS,AB,RS",,HYBRID(PETROL),1490,cc,179000,KM,,
139,2013,6,2013,TOYOTA,AQUA,S,NHP10-6184457,DAA-NHP10,AT,BLACK,5,2WD,"PS,PW,AC,ABS",,PETROL,1490,cc,176000,KM,,
140,2013,6,2013,TOYOTA,AQUA,S,NHP10-6174749,DAA-NHP10,AT,SILVER,5,2WD,"PS,PW,AC,NV,ABS,AB,RS",,HYBRID(PETROL),1490,cc,145000,KM,,
141,2013,6,2013,TOYOTA,AQUA,,NHP10-6173299,DAA-NHP10,AT,WHITE,5,2WD,"PS,PW,AC,ABS,AB,RS",,HYBRID(PETROL),1490,cc,137000,KM,,
142,2013,8,2013,TOYOTA,AQUA,S,NHP10-2241696,DAA-NHP10,AT,BLACK,5,2WD,"PS,PW,AC,ABS,AB,RS","PUSH START,BACK CAMERA",HYBRID(PETROL),1490,cc,161000,KM,,
143,2013,8,2013,TOYOTA,AQUA,S,NHP10-2242408,DAA-NHP10,AT,GRAY,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1490,cc,124000,KM,,
144,2013,9,2013,TOYOTA,AQUA,S,NHP10-6208898,DAA-NHP10,AT,BLACK,5,2WD,"PS,PW,AC,ABS",,HYBRID(PETROL),1490,cc,174000,KM,,
145,2013,11,2013,TOYOTA,AQUA,S,NHP10-2272705,DAA-NHP10,AT,BLUE,5,2WD,"PS,PW,AC,ABS,AB,RS",,HYBRID(PETROL),1490,cc,142000,KM,,
146,2013,12,2013,TOYOTA,AQUA,,NHP10-2281292,DAA-NHP10,AT,BLACK,5,2WD,"PS,PW,AC,ABS,AB,RS",,HYBRID(PETROL),1490,cc,151000,KM,,
147,2014,1,2013,TOYOTA,AQUA,S,NHP10-2286850,DAA-NHP10,AT,BLACK,5,2WD,"PS,PW,AC,NV,ABS,AB,RS",,HYBRID(PETROL),1490,cc,141000,KM,,
148,2014,2,2014,TOYOTA,AQUA,S,NHP10-6260718,DAA-NHP10,AT,GRAY(D),5,2WD,"PS,PW,AC,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1490,cc,145000,KM,,
149,2014,5,2014,TOYOTA,AQUA,G,NHP10-2330693,DAA-NHP10,AT,RED,5,2WD,"PS,PW,AC,NV,ABS,AB",,HYBRID(PETROL),1490,cc,146000,KM,,
150,2014,10,2014,TOYOTA,AQUA,S,NHP10-2371944,DAA-NHP10,AT,SILVER,5,2WD,"PS,PW,AC,NV,ABS,AB,RS",,HYBRID(PETROL),1490,cc,175000,KM,,
151,2014,11,2014,TOYOTA,AQUA,L,NHP10-2387478,DAA-NHP10,AT,SILVER,5,2WD,"PS,PW,AC,ABS,AB,RS",,HYBRID(PETROL),1490,cc,133000,KM,,
152,2014,11,2014,TOYOTA,AQUA,S,NHP10-6351330,DAA-NHP10,AT,SILVER,5,2WD,"PS,PW,AC,ABS",,HYBRID(PETROL),1490,cc,108000,KM,,
153,2015,2,2015,TOYOTA,AQUA,S,NHP10-6375147,DAA-NHP10,AT,SILVER,5,2WD,"PS,PW,AC,ABS,AB,RS",,HYBRID(PETROL),1490,cc,145000,KM,,
154,2015,3,2015,TOYOTA,AQUA,S,NHP10-2444982,DAA-NHP10,AT,BLUE(L),5,2WD,"PS,PW,AC,ABS,AB",,HYBRID(PETROL),1490,cc,107000,KM,,
155,2015,3,2015,TOYOTA,AQUA,L,NHP10-6393562,DAA-NHP10,AT,WHITE,5,2WD,"PS,PW,AC,NV,ABS,AB,RS",BACK CAMERA,HYBRID(PETROL),1490,cc,170000,KM,,
156,2015,3,2015,TOYOTA,AQUA,,NHP10-6396516,DAA-NHP10,AT,RED,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",PUSH START,HYBRID(PETROL),1490,cc,152000,KM,,
157,2015,3,2014,TOYOTA,AQUA,S,NHP10-2408281,DAA-NHP10,AT,ORANGE,5,2WD,"PS,PW,AC,NV,ABS,AB,RS",,HYBRID(PETROL),1490,cc,193000,KM,,
158,2015,3,2015,TOYOTA,AQUA,,NHP10-2433834,DAA-NHP10,AT,PURPLE(D),5,2WD,"PS,PW,AC,FOG,ABS,AB,RS",,HYBRID(PETROL),1490,cc,134000,KM,,
159,2015,3,2015,TOYOTA,AQUA,S,NHP10-2425404,DAA-NHP10,AT,WHITE,5,2WD,"PS,PW,AC,ABS,AB,RS",,HYBRID(PETROL),1490,cc,96000,KM,,
160,2015,4,2015,TOYOTA,AQUA,S,NHP10-2448574,DAA-NHP10,AT,BLACK,5,2WD,"PS,PW,AC,FOG,ABS,AB",,HYBRID(PETROL),1490,cc,160000,KM,,
161,2015,4,2015,TOYOTA,AQUA,S,NHP10-6405358,DAA-NHP10,AT,GRAY,5,2WD,"PS,PW,AC,FOG,ABS,AB,RS",,HYBRID(PETROL),1490,cc,131000,KM,,
162,2015,4,2015,TOYOTA,AQUA,S,NHP10-6398013,DAA-NHP10,AT,BLACK,5,2WD,"PS,PW,AC,NV,ABS,AB,RS",,HYBRID(PETROL),1490,cc,243000,KM,,
163,2015,4,2015,TOYOTA,AQUA,S,NHP10-2450708,DAA-NHP10,AT,PURPLE(D),5,2WD,"PS,PW,AC,FOG,ABS,AB,RS",,HYBRID(PETROL),1490,cc,131000,KM,,
164,2015,5,2015,TOYOTA,AQUA,,NHP10-2454748,DAA-NHP10,AT,SILVER,5,2WD,"PS,PW,AC,FOG,ABS,AB,RS",,HYBRID(PETROL),1490,cc,86000,KM,,
165,2015,5,2015,TOYOTA,AQUA,S,NHP10-2456322,DAA-NHP10,AT,BLUE,5,2WD,"PS,PW,AC,NV,ABS,AB,RS",,HYBRID(PETROL),1490,cc,112000,KM,,
166,2015,5,2015,TOYOTA,AQUA,,NHP10-2451804,DAA-NHP10,AT,SILVER,5,2WD,"PS,PW,AC,AW,ABS,AB,RS",,HYBRID(PETROL),1490,cc,240000,KM,,
167,2015,6,2015,TOYOTA,AQUA,S,NHP10-2464271,DAA-NHP10,AT,RED,5,2WD,"PS,PW,AC,NV,FOG,ABS,AB,RS","PUSH START, BACK CAMERA,LED HEAD LIGHT",HYBRID(PETROL),1490,cc,133000,KM,,
168,2015,6,2015,TOYOTA,AQUA,,NHP10-2457612,DAA-NHP10,AT,WHITE,5,2WD,"PS,PW,AC,NV,AW,ABS,AB,RS",BACK CAMERA,HYBRID(PETROL),1490,cc,142000,KM,,
169,2015,6,2015,TOYOTA,AQUA,L,NHP10-6410121,DAA-NHP10,AT,SILVER,5,2WD,"PS,PW,AC,NV,ABS,AB,RS",,HYBRID(PETROL),1490,cc,123000,KM,,
170,2015,6,2015,TOYOTA,AQUA,L,NHP10-2459737,DAA-NHP10,AT,WHITE,5,2WD,"PS,PW,AC,ABS,AB,RS",,HYBRID(PETROL),1490,cc,78000,KM,,
171,2015,6,2015,TOYOTA,AQUA,S,NHP10-6422538,DAA-NHP10,AT,SILVER,5,2WD,"PS,PW,AC,ABS,AB,RS",,HYBRID(PETROL),1490,cc,392000,KM,,
172,2015,7,2015,TOYOTA,AQUA,,NHP10-6439986,DAA-NHP10,AT,RED,5,2WD,"PS,PW,AC,ABS,AB,RS",PUSH START,HYBRID(PETROL),1490,cc,115000,KM,,
173,2015,7,2015,TOYOTA,AQUA,S,NHP10-2473416,DAA-NHP10,AT,PINK,5,2WD,"PS,PW,AC,ABS,AB",BACK CAMERA,HYBRID(PETROL),1490,cc,276000,KM,,
174,2015,7,2015,TOYOTA,AQUA,S,NHP10-2458385,DAA-NHP10,AT,PURPLE(D),5,2WD,"PS,PW,AC,NV,ABS,AB,RS",BACK CAMERA,HYBRID(PETROL),1490,cc,118000,KM,,
175,2015,9,2015,TOYOTA,AQUA,S,NHP10-6461380,DAA-NHP10,AT,BLACK,5,2WD,"PS,PW,AC,ABS",,HYBRID(PETROL),1490,cc,108000,KM,,
176,2015,9,2015,TOYOTA,AQUA,S,NHP10-2478829,DAA-NHP10,AT,PURPLE(D),5,2WD,"PS,PW,AC,AW,FOG,ABS,AB,RS",PUSH START,HYBRID(PETROL),1490,cc,147000,KM,,
177,2015,10,2015,TOYOTA,AQUA,G,NHP10-6465206,DAA-NHP10,AT,RED,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS","BACK CAMERA , CRUISE CONTROL, FRONT SEAT HEATER",HYBRID(PETROL),1490,cc,221000,KM,,
178,2015,11,2015,TOYOTA,AQUA,G BLACK,NHP10-6476110,DAA-NHP10,AT,PURPLE(D),5,2WD,"PS,PW,AC,FOG,ABS,AB,RS",,HYBRID(PETROL),1490,cc,173000,KM,,
179,2015,11,2015,TOYOTA,AQUA,S,NHP10-2476326,DAA-NHP10,AT,BLACK,5,2WD,"PS,PW,AC,NV,ABS,AB,RS",,HYBRID(PETROL),1490,cc,371000,KM,,
180,2015,12,2015,TOYOTA,AQUA,,NHP10-6463633,DAA-NHP10,AT,SILVER,5,2WD,"PS,PW,AC,ABS,AB,RS",,HYBRID(PETROL),1490,cc,238000,KM,,
181,2016,3,2016,TOYOTA,AQUA,S,NHP10-6499443,DAA-NHP10,AT,WHITE,5,2WD,"PS,PW,AC,ABS,AB,RS",,HYBRID(PETROL),1490,cc,167000,KM,,
182,2016,3,2016,TOYOTA,AQUA,S,NHP10-6485765,DAA-NHP10,AT,SILVER,5,2WD,"PS,PW,AC,NV,ABS,AB,RS",,HYBRID(PETROL),1490,cc,107000,KM,,
183,2016,7,2016,TOYOTA,AQUA,S,NHP10-2554501,DAA-NHP10,AT,PURPLE(D),5,2WD,"PS,PW,AC,AW,ABS,AB",,HYBRID(PETROL),1490,cc,91000,KM,,
184,2016,7,2016,TOYOTA,AQUA,L,NHP10-6507530,DAA-NHP10,AT,WHITE,5,2WD,"PS,PW,AC,ABS,AB",,HYBRID(PETROL),1490,cc,72000,KM,,
185,2017,1,2016,TOYOTA,AQUA,L,NHP10-6540330,DAA-NHP10,AT,SILVER,5,2WD,"PS,PW,AC,NV,ABS,AB,RS",,HYBRID(PETROL),1490,cc,148000,KM,,
186,2017,3,2017,TOYOTA,AQUA,,NHP10-6596100,DAA-NHP10,AT,PURPLE(D),5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS","BACK CAMERA,SEAT HEATER",HYBRID(PETROL),1490,cc,83000,KM,,
187,2017,4,2016,TOYOTA,AQUA,L,NHP10-6559343,DAA-NHP10,AT,SILVER,5,2WD,"PS,PW,AC,NV,ABS,AB,RS",,HYBRID(PETROL),1490,cc,100000,KM,,
188,2018,6,2018,TOYOTA,AQUA,L,NHP10-6755768,DAA-NHP10,AT,SILVER,5,2WD,"PS,PW,AC,NV,ABS,AB,RS",,HYBRID(PETROL),1490,cc,234000,KM,,
189,2019,3,2019,TOYOTA,AQUA,L,NHP10-2612349,DAA-NHP10,AT,SILVER,5,2WD,"PS,PW,AC,NV,ABS,AB,RS",,HYBRID(PETROL),1490,cc,200000,KM,,
190,2019,6,2019,TOYOTA,AQUA,L,NHP10-2628333,DAA-NHP10,AT,SILVER,5,2WD,"PS,PW,AC,NV,ABS,AB,RS",BACK CAMERA,HYBRID(PETROL),1490,cc,201000,KM,,
191,2011,9,2011,TOYOTA,CAMRY,HYBRID G PKG,AVV50-1000898,DAA-AVV50,AT,PEARL,4,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB",,HYBRID(PETROL),2490,cc,152000,KM,,
192,2011,10,2011,TOYOTA,CAMRY,HYBRID,AVV50-1001506,DAA-AVV50,AT,GREEN,4,2WD,"PS,PW,AC,ABS",,HYBRID(PETROL),2490,cc,111000,KM,,
193,2011,12,2011,TOYOTA,CAMRY,HYBRID G PKG,AVV50-1004056,DAA-AVV50,AT,BLUE(L),4,2WD,"PS,PW,AC,AW,FOG,ABS,AB",,HYBRID(PETROL),2490,cc,172000,KM,,
194,2011,12,2011,TOYOTA,CAMRY,HYBRID G PKG,AVV50-1004339,DAA-AVV50,AT,SILVER,4,2WD,"PS,PW,AC,AW,FOG,ABS,AB",,HYBRID(PETROL),2490,cc,183000,KM,,
195,2012,3,2012,TOYOTA,CAMRY,HYBRID G PKG,AVV50-1012568,DAA-AVV50,AT,BLACK,4,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB","PUSH START,BACK CAMERA,HID",HYBRID(PETROL),2490,cc,133000,KM,,
196,2012,3,2012,TOYOTA,CAMRY,HYBRID G PKG,AVV50-1008399,DAA-AVV50,AT,SILVER,4,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB","PUSH START,HID,BACK CAMERA",HYBRID(PETROL),2490,cc,123000,KM,,
197,2012,4,2012,TOYOTA,CAMRY,HYBRID G PKG,AVV50-1013843,DAA-AVV50,AT,GREEN(D),4,2WD,"PS,PW,AC,AW,FOG,ABS,AB","PUSH START, BACK CAMERA , POWER SEAT",HYBRID(PETROL),2490,cc,83000,KM,,
198,2012,7,2012,TOYOTA,CAMRY,HYBRID G PKG,AVV50-1019050,DAA-AVV50,AT,PEARL,4,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB",BACK CAMERA,HYBRID(PETROL),2490,cc,117000,KM,,
199,2012,7,2012,TOYOTA,CAMRY,HYBRID,AVV50-1019173,DAA-AVV50,AT,BLACK,4,2WD,"PS,PW,AC,AW,FOG,ABS,AB",,HYBRID(PETROL),2490,cc,100000,KM,,
200,2012,9,2012,TOYOTA,CAMRY,,AVV50-1020762,DAA-AVV50,AT,BLUE(D),4,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB","PUSH START,BACK CAMERA",HYBRID(PETROL),2490,cc,129000,KM,,
201,2012,11,2012,TOYOTA,CAMRY,,AVV50-1022931,DAA-AVV50,AT,BLACK,4,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB",BACK CAMERA,HYBRID(PETROL),2490,cc,151000,KM,,
202,2012,11,2012,TOYOTA,CAMRY,Hybrid G Package,AVV50-1023515,DAA-AVV50,AT,BLACK,4,2WD,"PS,PW,AC,FOG,ABS,AB",,HYBRID(PETROL),2490,cc,97000,KM,,
203,2013,6,2013,TOYOTA,CAMRY,,AVV50-1031036,DAA-AVV50,AT,PEARL,4,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB",,HYBRID(PETROL),2490,cc,178000,KM,,
204,2013,7,2013,TOYOTA,CAMRY,HYBRID LEATHER PKG,AVV50-1031445,DAA-AVV50,AT,PEARL,4,2WD,"PS,PW,AC,FOG,ABS,AB",,HYBRID(PETROL),2490,cc,69000,KM,,
205,2013,10,2013,TOYOTA,CAMRY,,AVV50-1034297,DAA-AVV50,AT,GRAY(D),4,2WD,"PS,PW,AC,FOG,ABS,AB",,HYBRID(PETROL),2490,cc,151000,KM,,
206,2013,10,2013,TOYOTA,CAMRY,Hybrid G Package ﾌﾟ,AVV50-1033135,DAA-AVV50,AT,PEARL,4,2WD,"PW,AC",,HYBRID(PETROL),2490,cc,200000,KM,,
207,2013,11,2013,TOYOTA,CAMRY,,AVV50-1035416,DAA-AVV50,AT,GRAY(D),4,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB","BACK CAMERA, HALF LEATHER",HYBRID(PETROL),2490,cc,60000,KM,,
208,2013,11,2013,TOYOTA,CAMRY,HYBRID G PKG,AVV50-1035297,DAA-AVV50,AT,PEARL,4,2WD,"PS,PW,AC,ABS,AB",HID,HYBRID(PETROL),2490,cc,160000,KM,,
209,2014,5,2014,TOYOTA,CAMRY,HYBRID G PKG,AVV50-1040002,DAA-AVV50,AT,RED,4,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB",,HYBRID(PETROL),2490,cc,72000,KM,,
210,2015,5,2015,TOYOTA,CAMRY,Hybrid G Package,AVV50-1048698,DAA-AVV50,AT,BLACK,4,2WD,"PS,PW,AC,NV,ABS,AB",,HYBRID(PETROL),2490,cc,146000,KM,,
211,2015,7,2015,TOYOTA,CAMRY,,AVV50-1050182,DAA-AVV50,AT,BLUE(D),4,2WD,"PS,PW,AC,NV,LS,AW,FOG,SR,ABS,AB","BACK CAMERA,HID,FRONT SEAT HEATER,CRUISE CONTROL",HYBRID(PETROL),2490,cc,53000,KM,,
212,2017,6,2017,TOYOTA,CAMRY,,AVV50-1058386,DAA-AVV50,AT,BLACK,4,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB","PUSH START,BACK CAMERA",HYBRID(PETROL),2490,cc,91000,KM,,
213,2019,6,2019,TOYOTA,CAMRY,G,AXVH70-1049040,DAA-AXVH70,AT,BLACK,4,2WD,"PS,PW,AC,ABS",,HYBRID(PETROL),2480,cc,121000,KM,,
214,2015,4,2015,TOYOTA,COROLLA AXIO,,NKE165-7108916,DAA-NKE165,AT,WHITE,4,2WD,"PS,PW,AC,AW,ABS,AB",,HYBRID(PETROL),1490,cc,214000,KM,,
215,2015,2,2015,TOYOTA,COROLLA FIELDER,,NKE165-7101102,DAA-NKE165G,AT,BLACK,5,2WD,"PS,PW,AC,NV,LS,AW,FOG,ABS,AB,RS","HID LIGHT,PUSH START,HALF LEATHER SEAT",HYBRID(PETROL),1490,cc,145000,KM,,
216,2015,6,2015,TOYOTA,COROLLA FIELDER,HYBRID G AERO TOURER,NKE165-7119359,DAA-NKE165G,AT,ORANGE,5,2WD,"PS,PW,AC,NV,AW,FOG,RR,ABS,AB,RS",BACK CAMERA,HYBRID(PETROL),1490,cc,137000,KM,,
217,2015,6,2015,TOYOTA,COROLLA FIELDER,HYBRID G,NKE165-8002269,DAA-NKE165G,AT,BLUE(L),5,2WD,"PS,PW,AC,NV,ABS,AB,RS",,HYBRID(PETROL),1490,cc,141000,KM,,
218,2015,7,2015,TOYOTA,COROLLA FIELDER,HYBRID G WXB,NKE165-8003950,DAA-NKE165G,AT,BLACK,5,2WD,"PS,PW,AC,NV,AW,ABS,AB,RS",,HYBRID(PETROL),1490,cc,134000,KM,,
219,2015,10,2015,TOYOTA,COROLLA FIELDER,,NKE165-8010833,DAA-NKE165G,AT,WHITE,5,2WD,"PS,PW,AC,NV,ABS,AB,RS",,HYBRID(PETROL),1490,cc,225000,KM,,
220,2016,5,2016,TOYOTA,COROLLA FIELDER,HYBRID,NKE165-8031458,DAA-NKE165G,AT,SILVER,5,2WD,"PS,PW,AC,NV,AW,ABS,AB,RS",,HYBRID(PETROL),1490,cc,179000,KM,,
221,2016,5,2016,TOYOTA,COROLLA FIELDER,,NKE165-8034038,DAA-NKE165G,AT,BLACK,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1490,cc,163000,KM,,
222,2016,6,2016,TOYOTA,COROLLA FIELDER,HYBRID G,NKE165-8035782,DAA-NKE165G,AT,WHITE,5,2WD,"PS,PW,AC,ABS",,HYBRID(PETROL),1490,cc,166000,KM,,
223,2016,8,2016,TOYOTA,COROLLA FIELDER,,NKE165-8040136,DAA-NKE165G,AT,ORANGE,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS","PUSH START,BACK CAMERA",HYBRID(PETROL),1490,cc,155000,KM,,
224,2019,3,2019,TOYOTA,COROLLA FIELDER,1.5X,NZE164-7068782,DBA-NZE164G,AT,WHITE,5,4WD,"PS,PW,AC,NV,FOG,ABS,AB,RS",,PETROL,1490,cc,215000,KM,,
225,2019,6,2019,TOYOTA,COROLLA FIELDER,1.5X,NZE164-7071494,DBA-NZE164G,AT,SILVER,5,4WD,"PS,PW,AC,FOG,ABS,AB,RS",,PETROL,1490,cc,212000,KM,,
226,2013,3,2013,TOYOTA,CROWN,Royal Saloon,GRS210-6005567,DBA-GRS210,AT,BLUE(D),4,2WD,"PS,PW,AC,FOG,ABS,AB",,PETROL,2490,cc,190000,KM,,
227,2013,5,2013,TOYOTA,CROWN,ATHLETE G,GRS214-6002484,DBA-GRS214,AT,BLACK,4,2WD,"PS,PW,AC,NV,AW,ABS,AB",BACK CAMERA,PETROL,3450,cc,187000,KM,,
228,2016,5,2016,TOYOTA,CROWN,ATHLETE S T,ARS210-6004557,DBA-ARS210,AT,BLACK,4,2WD,,,PETROL,1990,cc,153000,KM,,
229,2023,1,,TOYOTA,CROWN CROSSOVER,,AZSH35-4007099,6AA-AZSH35,AT,BLACK,5,4WD,"PS,PW,AC,NV,AW,ABS,AB","AROUND VIEW CAMERA,BACK CAMERA,",HYBRID(PETROL),2480,cc,11000,KM,,
230,2008,7,2008,TOYOTA,CROWN HYBRID,,GWS204-0004204,DAA-GWS204,AT,SILVER,4,2WD,"PS,PW,AC,ABS",,HYBRID(PETROL),3450,cc,122000,KM,,
231,2010,2,2010,TOYOTA,CROWN HYBRID,,GWS204-0015826,DAA-GWS204,AT,PEARL,4,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB","BACK CAMERA, POWER SEAT",HYBRID(PETROL),3450,cc,208000,KM,,
232,2010,3,2010,TOYOTA,CROWN HYBRID,,GWS204-0016663,DAA-GWS204,AT,PEARL,4,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB","BACK CAMERA,FRONT SEAT HEATER",HYBRID(PETROL),3450,cc,110000,KM,,
233,2011,11,2011,TOYOTA,CROWN HYBRID,,GWS204-0023819,DAA-GWS204,AT,BLACK,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB","PUSH START,BACK CAMERA,HID,CRUISE CONTROL",HYBRID(PETROL),3450,cc,152000,KM,,
234,2013,2,2013,TOYOTA,CROWN HYBRID,,AWS210-6003549,DAA-AWS210,AT,SILVER,4,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB","POWER SEAT, CRUISE CONTROL",HYBRID(PETROL),2490,cc,174000,KM,,
235,2013,2,2013,TOYOTA,CROWN HYBRID,,AWS210-6005651,DAA-AWS210,AT,BLACK,4,2WD,"PS,PW,AC,NV,AW,ABS,AB",BACK CAMERA,HYBRID(PETROL),2490,cc,118000,KM,,
236,2013,2,2013,TOYOTA,CROWN HYBRID,ATHLETE S,AWS210-6000549,DAA-AWS210,AT,BLACK,4,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB",,HYBRID(PETROL),2490,cc,187000,KM,,
237,2013,3,2013,TOYOTA,CROWN HYBRID,ATHLETE S,AWS210-6012485,DAA-AWS210,AT,PEARL,4,2WD,"PS,PW,AC,AW,FOG,ABS,AB",,HYBRID(PETROL),2490,cc,222000,KM,,
238,2013,3,2013,TOYOTA,CROWN HYBRID,,AWS210-6008708,DAA-AWS210,AT,SILVER,4,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB","BACK CAMERA,PUSH START,POWER SEAT",HYBRID(PETROL),2490,cc,93000,KM,,
